student_id,name,email,phone,department,semester,attendance_percentage,cgpa,backlogs,fees_pending,fees_amount_due,quiz_score_avg,bot_engagement_score,counselling_sessions
S482,Simran Rao,simran.rao482@example.com,9876500482,IT,7,90.5,7.15,0,false,0,87.5,56.9,1
S483,Aditya Patel,aditya.patel483@example.com,9876500483,EEE,8,74.8,6.28,3,true,12000,56.4,65.8,4
S484,Kriti Sharma,kriti.sharma484@example.com,9876500484,ECE,4,81.2,4.71,0,false,0,66.6,59.1,4
S485,Simran Sharma,simran.sharma485@example.com,9876500485,ME,7,92.2,6.75,3,false,0,57.9,35.1,0
S486,Rahul Das,rahul.das486@example.com,9876500486,ME,5,59.6,4.99,4,false,0,42.0,51.4,4
S487,Aditya Das,aditya.das487@example.com,9876500487,EEE,6,64.4,8.52,0,false,0,41.6,50.5,0
S488,Rohan Joshi,rohan.joshi488@example.com,9876500488,EEE,3,74.8,7.94,2,true,12000,70.2,35.8,2
S489,Priya Verma,priya.verma489@example.com,9876500489,ME,1,62.1,5.58,0,false,0,69.4,58.2,2
S490,Aarav Singh,aarav.singh490@example.com,9876500490,CE,1,70.8,6.9,2,true,15000,64.2,45.3,0
S491,Priya Mehta,priya.mehta491@example.com,9876500491,ECE,4,79.9,4.94,0,false,0,46.1,61.5,0
S492,Manav Kaur,manav.kaur492@example.com,9876500492,CE,5,86.3,4.94,3,false,0,70.7,37.7,4
S493,Diya Mehta,diya.mehta493@example.com,9876500493,ME,6,69.2,7.85,1,true,5000,45.9,31.3,1
S494,Kriti Rao,kriti.rao494@example.com,9876500494,ME,2,93.8,5.56,4,true,12000,77.5,32.1,2
S495,Manav Sharma,manav.sharma495@example.com,9876500495,CE,6,77.1,5.07,0,true,12000,71.9,49.5,4
S496,Aditya Mehta,aditya.mehta496@example.com,9876500496,IT,3,52.9,6.75,1,true,15000,60.5,67.2,4
S497,Sneha Das,sneha.das497@example.com,9876500497,IT,4,58.6,5.32,4,false,0,78.2,65.2,2
S498,Diya Das,diya.das498@example.com,9876500498,CSE,8,61.8,9.27,0,true,12000,61.8,24.3,1
S499,Neeraj Verma,neeraj.verma499@example.com,9876500499,ECE,5,80.3,5.11,1,false,0,66.7,76.9,1
S500,Sneha Mehta,sneha.mehta500@example.com,9876500500,EEE,8,58.5,6.31,4,false,0,64.0,62.3,1
S501,Diya Rao,diya.rao501@example.com,9876500501,EEE,3,47.7,6.77,0,true,5000,69.1,29.4,2
S502,Neeraj Kaur,neeraj.kaur502@example.com,9876500502,ME,3,55.7,8.33,0,false,0,57.8,53.8,3
S503,Aditya Mehta,aditya.mehta503@example.com,9876500503,ME,8,67.5,5.18,3,true,12000,49.5,48.2,4
S504,Aarav Verma,aarav.verma504@example.com,9876500504,IT,3,51.1,5.2,0,true,8000,82.6,53.6,0
S505,Kriti Mehta,kriti.mehta505@example.com,9876500505,ME,3,54.6,7.21,4,false,0,57.6,47.4,0
S506,Isha Nair,isha.nair506@example.com,9876500506,CE,8,47.8,7.25,0,true,5000,76.8,52.4,4
S507,Priya Nair,priya.nair507@example.com,9876500507,ME,1,64.5,8.97,1,false,0,59.5,65.6,0
S508,Aarav Mehta,aarav.mehta508@example.com,9876500508,CSE,7,68.0,7.93,0,false,0,77.2,29.8,3
S509,Simran Kaur,simran.kaur509@example.com,9876500509,ME,3,72.8,7.69,4,false,0,77.4,69.4,0
S510,Isha Nair,isha.nair510@example.com,9876500510,CSE,6,64.1,5.01,0,false,0,78.0,78.5,1
S511,Priya Rao,priya.rao511@example.com,9876500511,ECE,7,76.6,4.76,1,true,12000,81.2,35.8,3
S512,Isha Das,isha.das512@example.com,9876500512,ME,4,48.8,7.26,2,true,20000,42.5,55.4,3
S513,Diya Joshi,diya.joshi513@example.com,9876500513,IT,5,48.4,6.01,0,false,0,47.9,70.5,3
S514,Neeraj Patel,neeraj.patel514@example.com,9876500514,CSE,4,85.4,8.33,3,true,15000,54.8,23.9,3
S515,Manav Singh,manav.singh515@example.com,9876500515,CSE,7,72.2,7.62,3,false,0,84.7,64.8,0
S516,Rahul Kaur,rahul.kaur516@example.com,9876500516,IT,2,93.2,8.53,2,false,0,67.0,34.5,2
S517,Rohan Rao,rohan.rao517@example.com,9876500517,ECE,7,93.6,8.88,0,true,20000,53.5,63.5,3
S518,Diya Joshi,diya.joshi518@example.com,9876500518,IT,3,83.0,8.76,0,true,15000,67.2,53.9,2
S519,Simran Singh,simran.singh519@example.com,9876500519,CE,7,91.6,9.48,1,false,0,88.2,61.3,4
S520,Diya Nair,diya.nair520@example.com,9876500520,EEE,7,66.2,7.07,2,true,5000,54.1,23.0,2
S521,Rahul Joshi,rahul.joshi521@example.com,9876500521,CE,4,41.3,7.14,0,true,5000,61.4,39.1,1
S522,Manav Rao,manav.rao522@example.com,9876500522,IT,1,52.1,7.27,1,true,12000,85.9,77.5,0
S523,Kriti Patel,kriti.patel523@example.com,9876500523,ECE,3,55.2,8.02,3,false,0,75.1,74.9,1
S524,Sneha Joshi,sneha.joshi524@example.com,9876500524,CSE,2,84.4,5.59,0,false,0,53.6,69.7,2
S525,Neeraj Das,neeraj.das525@example.com,9876500525,IT,2,83.3,5.62,0,true,15000,59.3,61.7,0
S526,Isha Singh,isha.singh526@example.com,9876500526,CE,7,61.7,8.02,3,true,20000,79.2,46.1,1
S527,Aditya Joshi,aditya.joshi527@example.com,9876500527,EEE,7,73.3,8.25,0,false,0,41.7,71.4,1
S528,Manav Das,manav.das528@example.com,9876500528,ECE,1,76.5,6.5,0,false,0,46.3,57.4,4
S529,Priya Nair,priya.nair529@example.com,9876500529,ME,2,53.6,7.28,0,true,12000,79.3,23.2,3
S530,Simran Nair,simran.nair530@example.com,9876500530,ECE,1,72.7,6.6,3,false,0,74.3,58.1,0
S531,Priya Joshi,priya.joshi531@example.com,9876500531,CSE,4,63.8,7.81,1,false,0,52.1,76.1,2
S532,Diya Das,diya.das532@example.com,9876500532,CE,4,88.2,6.99,0,false,0,77.7,70.3,1
S533,Diya Sharma,diya.sharma533@example.com,9876500533,CSE,3,76.0,8.24,0,false,0,87.1,61.2,1
S534,Rahul Joshi,rahul.joshi534@example.com,9876500534,CSE,6,91.5,6.95,2,false,0,82.6,24.8,0
S535,Priya Joshi,priya.joshi535@example.com,9876500535,ECE,1,81.4,6.52,4,false,0,43.0,59.3,1
S536,Isha Singh,isha.singh536@example.com,9876500536,IT,2,65.8,6.02,3,false,0,69.2,37.6,1
S537,Simran Rao,simran.rao537@example.com,9876500537,IT,5,43.4,6.65,3,false,0,62.6,55.4,3
S538,Aditya Das,aditya.das538@example.com,9876500538,EEE,3,54.7,4.63,4,false,0,63.4,21.1,2
S539,Priya Joshi,priya.joshi539@example.com,9876500539,EEE,6,69.0,8.07,2,false,0,80.9,58.5,2
S540,Kriti Nair,kriti.nair540@example.com,9876500540,IT,7,74.2,6.62,4,false,0,59.5,38.7,3
S541,Priya Singh,priya.singh541@example.com,9876500541,EEE,3,52.7,6.28,3,false,0,64.7,23.0,4
S542,Simran Mehta,simran.mehta542@example.com,9876500542,CE,5,55.6,8.37,0,false,0,57.8,47.6,4
S543,Aarav Singh,aarav.singh543@example.com,9876500543,CSE,5,42.8,7.71,1,false,0,80.5,22.5,0
S544,Isha Mehta,isha.mehta544@example.com,9876500544,ECE,8,84.7,4.94,4,false,0,50.7,29.7,3
S545,Rohan Singh,rohan.singh545@example.com,9876500545,ME,6,83.6,5.63,0,false,0,68.5,60.5,2
S546,Rahul Sharma,rahul.sharma546@example.com,9876500546,CE,7,44.4,7.66,0,true,5000,77.1,54.7,0
S547,Simran Patel,simran.patel547@example.com,9876500547,ME,3,92.5,5.36,3,true,5000,65.6,23.3,1
S548,Kriti Nair,kriti.nair548@example.com,9876500548,EEE,2,75.0,7.84,0,false,0,79.7,75.0,3
S549,Priya Nair,priya.nair549@example.com,9876500549,IT,8,73.7,6.16,0,false,0,52.5,79.8,4
S550,Rahul Nair,rahul.nair550@example.com,9876500550,CSE,2,94.0,4.63,0,true,20000,84.7,41.0,1
S551,Priya Patel,priya.patel551@example.com,9876500551,CE,6,53.2,7.55,0,false,0,52.6,76.3,4
S552,Kriti Kaur,kriti.kaur552@example.com,9876500552,CE,1,52.7,7.93,4,false,0,60.6,50.2,3
S553,Manav Kaur,manav.kaur553@example.com,9876500553,CSE,1,63.9,8.64,3,false,0,61.6,72.9,0
S554,Rohan Verma,rohan.verma554@example.com,9876500554,CSE,8,76.6,7.85,1,false,0,76.1,61.8,4
S555,Aditya Das,aditya.das555@example.com,9876500555,ECE,2,78.9,6.99,0,false,0,78.7,44.6,2
S556,Priya Rao,priya.rao556@example.com,9876500556,ECE,5,55.2,6.35,0,false,0,45.2,32.1,3
S557,Rahul Rao,rahul.rao557@example.com,9876500557,ME,3,55.0,5.84,0,false,0,71.0,57.1,1
S558,Sneha Kaur,sneha.kaur558@example.com,9876500558,ME,8,93.3,5.71,1,true,20000,55.6,75.7,2
S559,Aarav Patel,aarav.patel559@example.com,9876500559,ECE,8,89.0,4.6,1,false,0,52.5,67.6,0
S560,Rohan Sharma,rohan.sharma560@example.com,9876500560,IT,4,42.1,7.13,0,false,0,46.6,56.9,2
S561,Neeraj Joshi,neeraj.joshi561@example.com,9876500561,ME,7,66.9,7.01,0,true,5000,80.2,47.2,0
S562,Priya Kaur,priya.kaur562@example.com,9876500562,IT,2,87.3,6.25,0,true,5000,48.7,22.1,1
S563,Isha Joshi,isha.joshi563@example.com,9876500563,ME,5,47.2,6.98,3,true,15000,50.4,25.0,0
S564,Diya Rao,diya.rao564@example.com,9876500564,CE,4,79.8,6.45,1,false,0,69.7,45.9,3
S565,Neeraj Verma,neeraj.verma565@example.com,9876500565,IT,7,42.2,8.08,0,false,0,65.2,25.3,3
S566,Neeraj Mehta,neeraj.mehta566@example.com,9876500566,ME,3,86.4,5.12,0,false,0,41.8,78.4,3
S567,Rohan Joshi,rohan.joshi567@example.com,9876500567,IT,6,68.1,6.19,0,true,12000,70.6,58.5,2
S568,Diya Patel,diya.patel568@example.com,9876500568,CE,6,69.3,6.08,2,true,15000,56.2,75.3,2
S569,Rohan Nair,rohan.nair569@example.com,9876500569,EEE,3,71.7,5.58,2,false,0,46.4,21.7,4
S570,Manav Nair,manav.nair570@example.com,9876500570,ECE,6,64.2,4.68,0,false,0,48.8,72.2,3
S571,Simran Singh,simran.singh571@example.com,9876500571,CSE,5,57.2,8.35,2,false,0,52.2,77.9,3
S572,Aditya Singh,aditya.singh572@example.com,9876500572,ECE,4,62.7,7.05,0,true,20000,44.0,20.9,1
S573,Kriti Mehta,kriti.mehta573@example.com,9876500573,CSE,7,52.1,6.5,2,true,20000,60.5,21.1,2
S574,Rohan Patel,rohan.patel574@example.com,9876500574,IT,4,63.1,8.32,4,true,5000,62.5,72.5,4
S575,Diya Singh,diya.singh575@example.com,9876500575,CSE,3,75.5,9.1,0,true,12000,47.7,46.0,1
S576,Aditya Verma,aditya.verma576@example.com,9876500576,ME,7,67.2,8.7,1,false,0,54.2,67.4,4
S577,Rahul Verma,rahul.verma577@example.com,9876500577,CSE,7,84.5,5.25,2,false,0,78.2,22.0,0
S578,Neeraj Patel,neeraj.patel578@example.com,9876500578,CE,1,43.7,7.76,0,true,15000,75.0,74.5,4
S579,Sneha Mehta,sneha.mehta579@example.com,9876500579,ME,6,60.2,5.16,0,true,5000,46.2,29.7,3
S580,Rahul Mehta,rahul.mehta580@example.com,9876500580,EEE,8,54.4,6.76,1,false,0,51.5,62.8,3
S581,Sneha Nair,sneha.nair581@example.com,9876500581,CSE,5,40.9,6.71,1,true,8000,57.5,58.7,4
S582,Aarav Das,aarav.das582@example.com,9876500582,EEE,5,42.5,8.76,0,false,0,54.7,22.5,3
S583,Rohan Mehta,rohan.mehta583@example.com,9876500583,ME,3,61.3,5.4,1,true,8000,83.2,34.9,3
S584,Rohan Joshi,rohan.joshi584@example.com,9876500584,EEE,1,81.6,6.93,0,false,0,48.0,22.0,4
S585,Aarav Mehta,aarav.mehta585@example.com,9876500585,CE,4,71.7,5.77,0,true,5000,58.7,33.7,0
S586,Aarav Das,aarav.das586@example.com,9876500586,EEE,3,72.1,9.13,3,false,0,87.4,63.1,1
S587,Neeraj Mehta,neeraj.mehta587@example.com,9876500587,CSE,8,75.8,6.66,1,false,0,62.2,37.2,3
S588,Simran Das,simran.das588@example.com,9876500588,CSE,5,65.8,6.32,4,false,0,67.1,24.9,2
S589,Isha Singh,isha.singh589@example.com,9876500589,ME,4,81.5,7.8,2,false,0,49.9,34.4,1
S590,Neeraj Kaur,neeraj.kaur590@example.com,9876500590,ME,6,82.9,6.02,0,false,0,76.2,30.7,0
S591,Kriti Kaur,kriti.kaur591@example.com,9876500591,CSE,4,64.4,8.24,4,false,0,46.8,52.2,4
S592,Simran Joshi,simran.joshi592@example.com,9876500592,IT,2,87.9,5.38,3,false,0,54.1,78.2,2
S593,Rahul Patel,rahul.patel593@example.com,9876500593,IT,4,81.1,7.5,0,true,8000,45.2,78.5,1
S594,Neeraj Joshi,neeraj.joshi594@example.com,9876500594,CSE,8,48.4,8.0,3,false,0,89.5,30.9,4
S595,Neeraj Joshi,neeraj.joshi595@example.com,9876500595,CE,4,40.2,5.43,1,false,0,41.6,57.0,0
S596,Diya Joshi,diya.joshi596@example.com,9876500596,ME,4,56.7,5.63,0,false,0,86.8,34.0,4
S597,Sneha Das,sneha.das597@example.com,9876500597,CE,7,56.6,9.15,1,true,12000,60.0,75.9,4
S598,Manav Mehta,manav.mehta598@example.com,9876500598,ME,1,82.7,5.94,0,true,15000,56.5,23.8,1
S599,Sneha Sharma,sneha.sharma599@example.com,9876500599,IT,7,80.8,8.26,0,true,20000,61.3,57.9,4
S600,Aditya Rao,aditya.rao600@example.com,9876500600,ECE,1,62.9,9.27,2,true,8000,56.2,69.1,0
S601,Priya Mehta,priya.mehta601@example.com,9876500601,IT,1,49.0,8.45,4,false,0,41.0,62.2,2
S602,Neeraj Joshi,neeraj.joshi602@example.com,9876500602,CE,7,53.5,8.45,0,false,0,58.5,59.5,2
S603,Neeraj Sharma,neeraj.sharma603@example.com,9876500603,CE,8,68.6,5.02,2,false,0,74.9,37.2,0
S604,Aarav Kaur,aarav.kaur604@example.com,9876500604,IT,5,49.2,8.19,2,false,0,61.2,72.6,4
S605,Rohan Joshi,rohan.joshi605@example.com,9876500605,CSE,5,42.4,5.59,2,false,0,40.1,36.5,4
S606,Aditya Patel,aditya.patel606@example.com,9876500606,ME,7,55.1,7.25,0,true,12000,75.1,66.5,2
S607,Aditya Joshi,aditya.joshi607@example.com,9876500607,IT,4,69.9,6.91,3,false,0,54.2,27.1,2
S608,Aarav Nair,aarav.nair608@example.com,9876500608,CSE,3,40.0,8.67,0,true,12000,50.1,63.7,4
S609,Diya Joshi,diya.joshi609@example.com,9876500609,ME,3,86.6,8.27,0,false,0,60.2,59.6,1
S610,Priya Nair,priya.nair610@example.com,9876500610,EEE,5,67.0,5.31,0,true,12000,79.2,33.3,0
S611,Neeraj Rao,neeraj.rao611@example.com,9876500611,ECE,1,94.9,7.99,0,true,12000,68.6,62.0,1
S612,Rahul Joshi,rahul.joshi612@example.com,9876500612,ME,4,52.7,6.74,2,false,0,62.2,63.7,0
S613,Rahul Mehta,rahul.mehta613@example.com,9876500613,CE,8,58.9,8.92,4,false,0,58.3,44.1,4
S614,Aarav Kaur,aarav.kaur614@example.com,9876500614,CSE,1,46.8,9.0,0,true,12000,43.9,29.2,2
S615,Neeraj Singh,neeraj.singh615@example.com,9876500615,IT,6,72.5,5.95,0,true,8000,84.7,20.3,1
S616,Rohan Das,rohan.das616@example.com,9876500616,IT,3,86.9,9.36,3,true,15000,53.0,23.0,3
S617,Rohan Nair,rohan.nair617@example.com,9876500617,ECE,5,89.0,5.81,0,false,0,55.0,66.4,0
S618,Manav Kaur,manav.kaur618@example.com,9876500618,CE,1,59.6,9.25,1,true,8000,73.7,23.1,4
S619,Priya Rao,priya.rao619@example.com,9876500619,CE,1,92.4,9.11,0,false,0,86.1,50.2,1
S620,Manav Verma,manav.verma620@example.com,9876500620,CSE,2,73.0,5.79,0,false,0,71.3,59.5,4
S621,Diya Kaur,diya.kaur621@example.com,9876500621,ME,7,41.2,8.09,4,false,0,80.3,25.4,0
S622,Rohan Patel,rohan.patel622@example.com,9876500622,CE,8,77.9,7.2,2,true,20000,87.5,44.3,0
S623,Sneha Singh,sneha.singh623@example.com,9876500623,ECE,8,65.2,7.26,2,true,12000,48.3,55.7,2
S624,Manav Kaur,manav.kaur624@example.com,9876500624,EEE,4,74.2,7.0,0,true,8000,43.7,78.7,0
S625,Diya Kaur,diya.kaur625@example.com,9876500625,ME,8,66.1,5.23,0,false,0,72.2,44.6,4
S626,Diya Patel,diya.patel626@example.com,9876500626,CE,5,51.5,9.07,1,false,0,54.1,57.2,0
S627,Kriti Joshi,kriti.joshi627@example.com,9876500627,CE,7,71.0,9.32,3,true,15000,53.1,31.4,3
S628,Priya Das,priya.das628@example.com,9876500628,ECE,6,49.1,6.13,4,false,0,45.3,26.7,4
S629,Aarav Nair,aarav.nair629@example.com,9876500629,IT,7,84.4,8.92,4,false,0,69.6,73.6,0
S630,Aarav Joshi,aarav.joshi630@example.com,9876500630,CE,1,57.0,8.01,2,false,0,72.3,54.2,3
S631,Aarav Singh,aarav.singh631@example.com,9876500631,IT,8,61.5,4.95,0,false,0,43.7,30.5,4
S632,Rohan Kaur,rohan.kaur632@example.com,9876500632,EEE,5,61.5,8.43,0,false,0,74.7,29.0,4
S633,Rohan Verma,rohan.verma633@example.com,9876500633,IT,1,74.7,7.46,2,false,0,49.0,49.3,0
S634,Isha Sharma,isha.sharma634@example.com,9876500634,CE,7,63.4,7.44,4,true,5000,59.2,38.8,4
S635,Manav Verma,manav.verma635@example.com,9876500635,CSE,8,60.7,7.24,0,false,0,54.9,23.5,1
S636,Sneha Rao,sneha.rao636@example.com,9876500636,CE,1,88.0,6.32,0,false,0,49.4,49.7,1
S637,Aarav Singh,aarav.singh637@example.com,9876500637,CE,1,48.4,7.26,0,false,0,49.1,76.1,4
S638,Priya Rao,priya.rao638@example.com,9876500638,CSE,7,54.5,8.95,1,false,0,56.0,23.7,1
S639,Isha Joshi,isha.joshi639@example.com,9876500639,CE,5,43.4,5.62,1,true,20000,74.9,59.0,2
S640,Rahul Patel,rahul.patel640@example.com,9876500640,EEE,2,62.3,7.98,4,true,12000,46.0,61.6,4
S641,Simran Sharma,simran.sharma641@example.com,9876500641,EEE,4,48.2,8.2,0,true,5000,50.6,60.0,0
S642,Manav Nair,manav.nair642@example.com,9876500642,ECE,3,42.3,4.5,4,false,0,82.5,74.3,3
S643,Priya Sharma,priya.sharma643@example.com,9876500643,IT,1,83.6,6.73,1,false,0,53.5,50.7,1
S644,Aarav Das,aarav.das644@example.com,9876500644,CE,2,86.9,6.47,0,true,15000,47.7,21.6,1
S645,Simran Joshi,simran.joshi645@example.com,9876500645,CSE,7,44.4,5.89,0,true,12000,44.8,35.1,4
S646,Diya Sharma,diya.sharma646@example.com,9876500646,CE,7,92.9,4.53,2,true,8000,67.7,68.9,2
S647,Isha Rao,isha.rao647@example.com,9876500647,ME,2,57.5,5.85,1,false,0,55.5,69.4,2
S648,Kriti Rao,kriti.rao648@example.com,9876500648,CSE,1,80.0,6.75,4,true,8000,81.2,65.2,1
S649,Kriti Kaur,kriti.kaur649@example.com,9876500649,ME,2,66.7,6.35,0,true,15000,66.8,45.9,0
S650,Sneha Nair,sneha.nair650@example.com,9876500650,CE,1,74.8,6.95,1,false,0,49.8,41.4,2
S651,Isha Singh,isha.singh651@example.com,9876500651,ME,5,92.4,9.48,0,false,0,56.3,31.9,3
S652,Aditya Nair,aditya.nair652@example.com,9876500652,EEE,8,47.3,8.05,0,false,0,74.3,63.1,2
S653,Manav Sharma,manav.sharma653@example.com,9876500653,ME,4,83.3,7.18,0,false,0,71.2,28.3,4
S654,Kriti Sharma,kriti.sharma654@example.com,9876500654,ECE,3,46.6,4.9,4,true,20000,65.1,67.4,2
S655,Neeraj Nair,neeraj.nair655@example.com,9876500655,EEE,8,94.1,6.46,0,false,0,40.7,76.6,0
S656,Priya Sharma,priya.sharma656@example.com,9876500656,CE,6,65.8,6.34,1,false,0,46.5,44.4,0
S657,Manav Rao,manav.rao657@example.com,9876500657,EEE,1,56.5,5.0,4,false,0,48.4,28.0,4
S658,Sneha Sharma,sneha.sharma658@example.com,9876500658,ME,7,50.0,8.71,4,true,12000,47.5,40.2,4
S659,Sneha Joshi,sneha.joshi659@example.com,9876500659,CE,2,40.0,4.76,1,false,0,73.9,73.6,2
S660,Sneha Sharma,sneha.sharma660@example.com,9876500660,IT,3,82.3,6.07,0,false,0,79.9,34.2,3
S661,Aditya Das,aditya.das661@example.com,9876500661,EEE,7,53.5,6.37,0,false,0,52.4,44.5,4
S662,Manav Kaur,manav.kaur662@example.com,9876500662,EEE,5,58.8,8.9,0,false,0,87.0,29.7,1
S663,Isha Patel,isha.patel663@example.com,9876500663,ME,3,73.7,8.38,1,true,20000,45.8,46.1,0
S664,Isha Mehta,isha.mehta664@example.com,9876500664,CE,5,73.0,7.0,3,true,5000,75.6,28.1,3
S665,Diya Rao,diya.rao665@example.com,9876500665,CSE,8,66.6,5.54,0,false,0,49.9,73.5,4
S666,Sneha Rao,sneha.rao666@example.com,9876500666,CE,6,62.4,5.61,2,false,0,60.6,61.5,0
S667,Rahul Nair,rahul.nair667@example.com,9876500667,EEE,7,61.8,6.22,1,false,0,85.4,57.7,4
S668,Kriti Singh,kriti.singh668@example.com,9876500668,IT,1,88.6,7.97,4,false,0,83.5,23.7,1
S669,Kriti Rao,kriti.rao669@example.com,9876500669,CSE,2,56.2,6.07,3,false,0,58.7,64.2,3
S670,Rohan Das,rohan.das670@example.com,9876500670,CE,5,70.3,5.76,2,false,0,78.8,47.9,1
S671,Manav Verma,manav.verma671@example.com,9876500671,CSE,8,56.8,5.45,2,false,0,87.0,49.8,4
S672,Rohan Nair,rohan.nair672@example.com,9876500672,IT,8,93.4,6.74,0,true,8000,78.0,65.7,2
S673,Rahul Sharma,rahul.sharma673@example.com,9876500673,CE,2,92.2,8.33,2,true,20000,44.9,75.8,0
S674,Diya Sharma,diya.sharma674@example.com,9876500674,ME,5,88.3,4.89,0,false,0,70.6,71.9,0
S675,Priya Mehta,priya.mehta675@example.com,9876500675,EEE,3,55.0,7.65,0,false,0,62.9,78.4,4
S676,Diya Mehta,diya.mehta676@example.com,9876500676,CE,4,66.7,4.51,0,true,12000,86.4,56.4,2
S677,Sneha Sharma,sneha.sharma677@example.com,9876500677,ME,8,48.3,9.4,3,true,12000,54.4,71.5,1
S678,Simran Singh,simran.singh678@example.com,9876500678,CE,5,68.7,8.69,3,false,0,54.0,65.4,1
S679,Isha Mehta,isha.mehta679@example.com,9876500679,ECE,1,87.1,5.22,4,false,0,83.7,24.3,3
S680,Rahul Sharma,rahul.sharma680@example.com,9876500680,IT,1,41.4,5.92,3,false,0,55.3,50.8,0
S681,Rahul Mehta,rahul.mehta681@example.com,9876500681,CE,3,89.9,7.21,2,true,5000,61.9,56.9,2
S682,Aditya Mehta,aditya.mehta682@example.com,9876500682,CSE,8,85.5,7.7,4,false,0,53.5,53.7,2
S683,Simran Kaur,simran.kaur683@example.com,9876500683,CSE,8,77.5,8.7,0,false,0,87.2,37.0,0
S684,Manav Joshi,manav.joshi684@example.com,9876500684,CE,7,77.5,7.49,4,false,0,73.4,23.8,1
S685,Aarav Das,aarav.das685@example.com,9876500685,EEE,6,61.9,8.81,0,true,20000,48.5,45.1,2
S686,Aditya Nair,aditya.nair686@example.com,9876500686,ECE,1,69.3,6.68,0,false,0,77.6,23.9,4
S687,Isha Verma,isha.verma687@example.com,9876500687,CE,2,80.4,8.76,3,false,0,86.0,22.1,2
S688,Rahul Sharma,rahul.sharma688@example.com,9876500688,IT,5,61.2,5.49,4,false,0,86.0,49.5,1
S689,Isha Mehta,isha.mehta689@example.com,9876500689,CSE,5,83.1,7.26,0,true,15000,79.1,50.8,0
S690,Isha Mehta,isha.mehta690@example.com,9876500690,CSE,2,52.2,5.16,2,true,5000,69.4,24.3,1
S691,Diya Das,diya.das691@example.com,9876500691,CSE,1,82.7,5.77,2,false,0,70.8,77.1,3
S692,Priya Nair,priya.nair692@example.com,9876500692,CE,4,64.6,8.83,2,true,8000,74.0,71.6,0
S693,Rahul Nair,rahul.nair693@example.com,9876500693,ECE,4,94.9,9.07,0,false,0,76.2,77.6,1
S694,Aarav Patel,aarav.patel694@example.com,9876500694,EEE,2,65.3,7.59,0,false,0,88.1,22.9,0
S695,Manav Nair,manav.nair695@example.com,9876500695,EEE,2,63.4,9.06,4,true,20000,78.5,71.0,4
S696,Diya Rao,diya.rao696@example.com,9876500696,ECE,4,66.8,5.23,1,false,0,42.9,44.7,2
S697,Aditya Patel,aditya.patel697@example.com,9876500697,ECE,4,44.6,8.11,0,false,0,68.0,38.0,3
S698,Neeraj Nair,neeraj.nair698@example.com,9876500698,EEE,5,80.2,9.39,0,false,0,51.0,39.8,0
S699,Kriti Verma,kriti.verma699@example.com,9876500699,EEE,6,45.4,6.44,3,true,20000,87.9,21.2,3
S700,Rohan Das,rohan.das700@example.com,9876500700,ME,3,57.2,8.41,2,true,5000,54.3,64.2,4
S701,Diya Kaur,diya.kaur701@example.com,9876500701,ME,8,62.6,9.01,0,true,12000,56.9,25.4,4
S702,Manav Rao,manav.rao702@example.com,9876500702,ME,3,70.3,6.98,0,true,5000,66.0,74.8,3
S703,Kriti Das,kriti.das703@example.com,9876500703,ECE,7,49.8,5.39,3,true,5000,54.1,36.7,3
S704,Kriti Patel,kriti.patel704@example.com,9876500704,ECE,2,51.2,9.2,3,true,5000,67.3,36.6,3
S705,Aarav Kaur,aarav.kaur705@example.com,9876500705,CSE,7,88.7,6.88,2,false,0,86.3,74.2,2
S706,Priya Singh,priya.singh706@example.com,9876500706,ME,1,43.6,7.32,0,false,0,88.4,75.5,0
S707,Rahul Verma,rahul.verma707@example.com,9876500707,EEE,5,48.2,7.84,0,true,8000,49.2,47.1,0
S708,Rohan Das,rohan.das708@example.com,9876500708,CSE,7,87.2,8.9,3,false,0,48.2,77.8,1
S709,Rahul Singh,rahul.singh709@example.com,9876500709,ME,4,80.4,8.05,3,false,0,72.5,30.1,2
S710,Simran Sharma,simran.sharma710@example.com,9876500710,ECE,8,46.5,8.43,2,false,0,61.9,52.5,3
S711,Isha Singh,isha.singh711@example.com,9876500711,CE,8,72.7,4.9,0,true,5000,46.2,42.3,0
S712,Manav Nair,manav.nair712@example.com,9876500712,ECE,3,51.0,6.35,0,false,0,87.0,47.2,3
S713,Sneha Joshi,sneha.joshi713@example.com,9876500713,ME,4,54.3,6.9,4,true,8000,79.5,61.5,3
S714,Manav Joshi,manav.joshi714@example.com,9876500714,EEE,3,81.8,8.84,0,false,0,67.4,38.6,0
S715,Manav Mehta,manav.mehta715@example.com,9876500715,CSE,3,85.9,5.08,2,false,0,40.2,51.7,0
S716,Rahul Sharma,rahul.sharma716@example.com,9876500716,CE,7,83.9,7.96,4,false,0,68.3,39.8,3
S717,Manav Das,manav.das717@example.com,9876500717,CSE,3,44.4,6.46,2,false,0,43.7,40.1,3
S718,Sneha Nair,sneha.nair718@example.com,9876500718,CE,5,69.6,9.45,0,false,0,73.4,57.3,1
S719,Priya Sharma,priya.sharma719@example.com,9876500719,CE,1,64.4,6.66,0,true,20000,85.1,56.5,4
S720,Aarav Rao,aarav.rao720@example.com,9876500720,CSE,2,42.2,9.02,0,true,5000,77.6,49.3,0
S721,Simran Verma,simran.verma721@example.com,9876500721,CSE,8,59.7,4.96,4,false,0,72.1,42.6,4
S722,Rohan Nair,rohan.nair722@example.com,9876500722,ME,4,76.7,9.17,3,false,0,40.8,64.7,0
